Record_ID,City,Month,Temperature_C,Humidity_pct,Pressure_hPa,Wind_Speed_kmph,Cloud_Cover_pct,Visibility_km,Rainfall_mm,Weather_Condition,Rain_Tomorrow
654,Bengaluru,8,39.5,44,990.2,22.4,64,6.0,3.8,Partly Cloudy,0
655,Jaipur,5,41.0,98,1016.7,24.2,93,13.7,0,Cloudy,0
656,Delhi,3,31.1,39,1002.3,12.6,28,7.5,3.2,Sunny,1
657,Delhi,10,29.8,92,998.9,28.1,35,4.1,8.9,Foggy,0
658,Mumbai,9,21.4,87,1002.7,18.5,7,13.8,5.4,Sunny,1
659,Bengaluru,12,37.0,72,1005.4,1.4,44,6.2,10.6,Partly Cloudy,1
660,Jaipur,12,41.7,81,1001.5,24.4,54,11.3,0,Partly Cloudy,1
661,Ahmedabad,10,10.9,51,1002.1,29.7,67,14.8,14.6,Stormy,1
662,Lucknow,11,39.1,78,997.0,14.4,72,11.7,8.1,Cloudy,1
663,Bengaluru,7,17.8,87,991.7,25.0,74,5.6,0,Cloudy,1
664,Delhi,3,16.9,85,995.0,20.3,36,7.1,0,Partly Cloudy,0
665,Chennai,1,12.1,60,1009.7,29.1,76,11.6,0,Cloudy,0
666,Jaipur,12,35.8,72,1010.5,17.7,33,3.7,0,Sunny,1
667,Hyderabad,8,37.9,42,1004.3,2.5,46,7.2,4.5,Partly Cloudy,1
668,Pune,11,39.8,90,997.8,19.2,97,2.8,0.5,Foggy,0
669,Pune,6,37.7,63,1000.9,21.2,46,2.8,0,Partly Cloudy,1
670,Pune,5,20.7,87,1006.5,27.7,20,2.9,0,Foggy,1
671,Chennai,4,35.0,96,1014.5,25.1,67,12.9,1.2,Partly Cloudy,0
672,Lucknow,8,39.1,39,1022.8,27.8,61,6.2,0,Partly Cloudy,0
673,Bengaluru,8,38.3,91,1020.5,10.9,90,5.6,2.9,Cloudy,1
674,Bengaluru,12,15.7,41,998.4,29.5,54,10.8,0,Partly Cloudy,0
675,Mumbai,1,34.3,80,991.7,4.1,84,8.4,5.3,Cloudy,1
676,Mumbai,5,30.7,37,1021.3,27.7,26,9.4,1.4,Sunny,1
677,Hyderabad,1,11.1,60,1028.0,11.1,20,13.0,1.8,Sunny,0
678,Mumbai,2,35.9,26,1011.2,21.8,36,3.8,0,Partly Cloudy,0
679,Delhi,12,11.4,52,1026.8,25.7,60,6.4,0,Partly Cloudy,0
680,Bengaluru,6,41.4,79,998.6,7.6,14,11.8,0,Sunny,1
681,Jaipur,2,25.7,88,1020.5,21.4,71,11.2,8.1,Cloudy,1
682,Jaipur,10,33.0,81,999.0,12.8,54,4.0,3.4,Partly Cloudy,1
683,Jaipur,11,20.5,26,1029.9,15.3,13,6.9,0,Sunny,1
684,Lucknow,7,31.6,38,1019.7,26.9,21,2.4,0,Sunny,0
685,Hyderabad,4,28.2,76,994.9,25.3,92,8.2,3.8,Cloudy,1
686,Lucknow,6,24.2,76,1029.5,15.8,18,11.9,0,Sunny,1
687,Kolkata,8,24.9,42,991.2,22.4,8,8.2,3.6,Sunny,0
688,Hyderabad,3,18.3,37,1020.4,20.2,66,11.9,3.5,Partly Cloudy,0
689,Chennai,5,30.5,87,1010.2,16.7,69,8.9,4.2,Partly Cloudy,1
690,Mumbai,7,23.3,73,1007.7,2.0,22,9.0,0.1,Sunny,0
691,Kolkata,12,13.6,80,995.4,21.8,62,11.8,0,Partly Cloudy,0
692,Pune,10,24.0,96,1024.2,15.7,50,5.1,0,Partly Cloudy,0
693,Lucknow,10,31.0,61,1002.8,1.8,5,3.2,0,Sunny,0
694,Hyderabad,7,11.3,69,1029.7,12.9,7,10.4,7.3,Sunny,1
695,Kolkata,10,10.9,33,1024.8,4.3,21,1.8,0,Sunny,0
696,Ahmedabad,9,38.6,59,990.8,14.6,2,14.8,5.4,Sunny,0
697,Lucknow,6,27.5,87,994.0,20.6,43,8.2,3.3,Partly Cloudy,1
698,Kolkata,6,41.0,50,1009.9,25.6,100,2.5,0,Cloudy,0
699,Chennai,5,17.0,63,1029.8,12.7,28,9.9,8.2,Sunny,0
700,Ahmedabad,6,17.3,97,1022.0,14.8,26,6.2,0,Sunny,1
701,Kolkata,9,35.3,80,1016.5,10.1,53,6.9,0,Partly Cloudy,0
702,Bengaluru,1,29.3,91,1024.5,17.7,27,10.4,0,Sunny,0
703,Jaipur,5,39.9,93,1022.4,25.7,55,14.1,0.2,Partly Cloudy,1
704,Jaipur,3,16.2,63,1023.8,12.9,8,10.1,0,Sunny,0
705,Kolkata,5,30.0,57,1017.5,7.8,30,3.0,1.8,Sunny,0
706,Jaipur,8,27.0,80,1006.9,27.3,25,3.7,4.0,Sunny,1
707,Kolkata,5,30.4,47,1015.8,2.2,92,8.1,12.8,Rainy,1
708,Kolkata,2,38.6,77,1025.9,20.5,11,6.9,1.7,Sunny,0
709,Bengaluru,4,11.8,89,1027.3,16.1,74,14.3,6.5,Cloudy,0
710,Chennai,10,12.2,65,1003.2,17.9,49,12.4,0,Partly Cloudy,0
711,Lucknow,4,12.9,47,998.6,9.0,52,4.9,0,Partly Cloudy,0
712,Mumbai,6,26.6,85,1017.3,28.9,100,14.1,0,Cloudy,1
713,Hyderabad,5,8.7,29,1023.7,20.2,6,10.8,1.4,Sunny,0
714,Kolkata,11,40.6,71,1026.1,20.9,68,13.2,0,Partly Cloudy,0
715,Lucknow,1,38.9,75,1027.1,27.6,38,2.7,2.1,Partly Cloudy,1
716,Bengaluru,8,29.5,77,1021.6,8.9,10,12.6,0,Sunny,0
717,Jaipur,12,22.0,67,1018.7,26.4,12,12.6,0,Sunny,0
718,Ahmedabad,12,35.7,66,1008.1,1.8,6,10.2,0,Sunny,1
719,Jaipur,11,12.6,76,998.0,9.9,73,2.6,6.3,Cloudy,0
720,Bengaluru,10,31.3,65,1008.1,26.3,17,5.0,5.5,Sunny,0
721,Hyderabad,5,14.8,78,1004.7,12.4,48,14.3,3.2,Partly Cloudy,0
722,Pune,11,28.8,54,1026.3,29.2,25,5.0,0,Sunny,0
723,Delhi,7,29.0,58,996.0,28.8,21,14.3,6.4,Sunny,0
724,Jaipur,11,24.8,53,1018.5,6.5,100,5.1,8.4,Cloudy,0
725,Lucknow,3,22.7,51,1014.0,29.9,36,11.3,1.7,Partly Cloudy,0
726,Delhi,5,41.2,55,1014.7,27.3,47,9.4,3.4,Partly Cloudy,0
727,Mumbai,1,23.9,66,1029.0,12.5,27,11.1,0,Sunny,1
728,Mumbai,9,10.0,67,1027.2,14.7,45,15.0,0,Partly Cloudy,0
729,Ahmedabad,12,33.4,30,990.2,15.6,48,5.6,0,Partly Cloudy,0
730,Pune,1,27.7,58,996.8,15.3,43,13.4,3.5,Partly Cloudy,1
731,Hyderabad,12,26.0,43,1000.4,10.1,16,8.2,4.5,Sunny,0
732,Lucknow,5,38.7,58,1014.5,23.1,33,8.5,0,Sunny,0
733,Bengaluru,6,33.1,87,1020.5,5.4,84,10.1,0,Cloudy,1
734,Bengaluru,1,24.0,45,1018.2,13.7,63,2.1,4.2,Partly Cloudy,1
735,Pune,8,23.6,39,1023.8,26.1,15,6.2,1.7,Sunny,0
736,Pune,5,27.2,52,1013.3,29.2,67,11.9,6.9,Partly Cloudy,1
737,Mumbai,4,34.1,37,1025.5,1.8,87,14.7,6.5,Cloudy,0
738,Mumbai,6,13.2,35,1008.4,21.5,61,7.6,6.4,Partly Cloudy,0
739,Ahmedabad,11,8.2,30,1016.2,28.6,41,14.3,11.4,Partly Cloudy,0
740,Bengaluru,4,37.4,61,1002.9,2.6,9,8.9,0.5,Sunny,0
741,Mumbai,7,16.7,55,1028.6,26.1,11,1.8,1.8,Sunny,0
742,Bengaluru,2,18.2,80,1019.4,27.7,87,9.6,7.8,Cloudy,1
743,Mumbai,6,25.4,87,1007.8,12.3,34,9.1,0,Sunny,0
744,Ahmedabad,3,22.8,79,993.7,15.9,59,10.6,6.9,Partly Cloudy,0
745,Bengaluru,8,25.9,92,993.4,14.6,10,13.7,0,Sunny,1
746,Kolkata,4,25.8,62,1012.7,17.0,5,8.4,0.9,Sunny,0
747,Lucknow,2,23.8,97,1022.5,11.3,74,2.6,0.5,Foggy,0
748,Bengaluru,3,36.7,30,993.3,26.4,38,5.7,0.4,Partly Cloudy,0
749,Jaipur,10,35.5,68,1028.7,26.3,23,4.3,13.0,Stormy,0
750,Mumbai,7,26.2,25,1005.8,1.4,83,7.9,9.7,Cloudy,0
751,Ahmedabad,12,24.5,71,1017.6,28.9,86,6.8,2.2,Cloudy,1
752,Mumbai,1,31.7,49,1024.4,7.1,83,3.5,5.4,Cloudy,1
753,Pune,4,10.9,84,995.9,13.2,14,3.7,5.0,Sunny,0
754,Jaipur,1,37.2,56,998.1,17.5,50,2.2,6.9,Partly Cloudy,1
755,Lucknow,7,36.9,95,1030.0,2.1,51,8.1,0,Partly Cloudy,0
756,Jaipur,4,32.3,92,990.8,17.7,70,2.4,0,Foggy,0
757,Lucknow,8,12.0,69,1007.9,13.7,20,5.4,2.1,Sunny,1
758,Chennai,10,38.9,68,1026.9,25.8,91,10.4,7.3,Cloudy,1
759,Kolkata,12,32.2,78,1023.3,20.5,94,6.4,0,Cloudy,1
760,Chennai,5,31.5,36,1016.7,4.7,25,3.6,2.8,Sunny,0
761,Lucknow,8,18.3,51,1012.3,30.0,45,13.4,0,Partly Cloudy,0
762,Pune,1,35.4,68,1007.2,18.9,15,9.1,2.8,Sunny,0
763,Hyderabad,6,34.2,96,1000.7,5.4,88,13.3,1.1,Cloudy,1
764,Jaipur,8,40.7,39,1029.0,23.7,78,12.1,1.6,Cloudy,0
765,Pune,1,25.2,46,1015.2,26.3,46,3.6,0,Partly Cloudy,0
766,Mumbai,3,30.0,67,1022.8,4.6,25,7.4,5.7,Sunny,1
767,Delhi,4,36.4,85,1003.7,15.6,10,5.1,0,Sunny,0
768,Chennai,3,33.6,92,1006.9,7.6,54,7.1,0,Partly Cloudy,1
769,Jaipur,9,35.0,71,1027.7,13.8,98,1.6,7.2,Cloudy,1
770,Hyderabad,7,41.4,46,1007.4,12.4,4,10.4,0,Sunny,0
771,Ahmedabad,1,41.2,91,1028.9,13.2,87,11.0,8.6,Cloudy,1
772,Hyderabad,1,36.1,92,1014.4,5.3,51,7.5,0,Partly Cloudy,1
773,Pune,10,34.8,81,1017.9,26.7,100,10.3,4.6,Cloudy,1
774,Pune,6,21.3,41,1010.8,16.7,27,2.8,0,Sunny,0
775,Pune,6,33.7,45,990.9,26.8,69,9.5,3.5,Partly Cloudy,0
776,Pune,2,32.9,72,1000.4,15.7,15,2.1,9.1,Sunny,0
777,Mumbai,8,18.1,25,1008.1,29.5,95,14.9,0,Cloudy,0
778,Pune,10,16.0,63,1001.4,23.8,91,9.2,0,Cloudy,1
779,Lucknow,9,33.1,38,1003.1,17.9,99,6.4,9.4,Cloudy,0
780,Mumbai,2,10.1,41,1009.1,13.9,47,10.6,5.1,Partly Cloudy,0
781,Pune,9,34.5,58,1013.4,19.5,56,10.8,10.7,Partly Cloudy,1
782,Bengaluru,3,25.2,87,1018.4,4.8,90,8.4,0.4,Cloudy,1
783,Chennai,8,24.1,45,1027.8,11.7,15,9.6,0,Sunny,0
784,Delhi,9,13.2,72,1002.2,11.9,37,8.1,1.9,Partly Cloudy,0
785,Bengaluru,10,22.3,64,1025.6,7.3,94,8.1,6.3,Cloudy,0
786,Lucknow,8,27.5,97,1008.1,10.8,48,7.9,3.7,Partly Cloudy,0
787,Ahmedabad,3,33.9,89,1015.5,23.1,85,7.6,6.0,Cloudy,0
788,Ahmedabad,7,21.2,75,1003.6,2.3,85,13.5,0,Cloudy,0
789,Mumbai,3,32.0,98,1015.2,23.4,39,9.1,5.1,Partly Cloudy,1
790,Ahmedabad,9,27.6,31,1028.3,16.1,96,7.9,7.5,Cloudy,0
791,Mumbai,11,39.8,48,1028.5,9.0,26,4.8,0,Sunny,0
792,Pune,10,18.9,30,1009.7,28.1,43,7.4,0,Partly Cloudy,0
793,Pune,6,21.0,36,994.6,3.9,21,5.4,4.0,Sunny,1
794,Lucknow,11,13.8,66,997.3,21.7,38,6.8,8.3,Partly Cloudy,1
795,Lucknow,6,16.8,40,992.1,7.9,76,9.4,0,Cloudy,0
796,Mumbai,5,10.1,84,1012.1,2.9,3,7.0,0.9,Sunny,1
797,Delhi,5,26.8,37,999.9,17.1,100,3.2,0,Cloudy,0
798,Pune,4,34.6,43,1004.9,29.6,100,4.8,0.7,Cloudy,0
799,Pune,8,9.4,84,1028.4,19.0,83,14.6,14.6,Stormy,1
800,Kolkata,11,20.9,69,1023.7,7.2,65,5.3,3.0,Partly Cloudy,1
801,Pune,10,10.4,36,1005.8,4.6,17,11.3,10.8,Sunny,1
802,Pune,6,38.1,68,1015.4,29.4,90,7.6,2.9,Cloudy,1
803,Hyderabad,6,15.2,67,990.6,21.1,82,14.0,2.6,Cloudy,1
804,Bengaluru,7,26.9,87,1020.5,16.6,100,13.3,2.7,Cloudy,0
805,Pune,1,38.3,81,1016.9,11.2,48,12.7,0,Partly Cloudy,0
806,Delhi,2,23.7,49,1007.8,7.4,2,11.7,2.9,Sunny,0
807,Hyderabad,4,11.1,63,1022.3,7.4,63,14.6,8.7,Partly Cloudy,0
808,Ahmedabad,4,8.2,75,994.4,9.0,64,8.2,4.3,Partly Cloudy,0
809,Ahmedabad,11,31.2,97,997.0,18.1,95,2.4,2.6,Foggy,1
810,Pune,12,34.6,49,1023.9,1.7,88,10.6,9.5,Cloudy,0
811,Pune,8,8.1,79,1015.6,28.3,6,13.0,0,Sunny,0
812,Mumbai,11,25.6,88,1004.5,23.0,92,4.5,11.6,Foggy,1
813,Lucknow,9,23.3,25,1005.7,10.7,73,12.4,6.6,Cloudy,0
814,Mumbai,4,14.7,67,1002.4,19.2,12,1.9,0.3,Sunny,0
815,Delhi,10,35.1,67,1023.6,8.2,60,4.7,2.1,Partly Cloudy,1
816,Chennai,2,34.4,81,1020.6,19.1,74,3.2,4.4,Cloudy,0
817,Delhi,7,18.7,33,1021.3,2.8,56,2.2,0,Partly Cloudy,1
818,Delhi,9,9.8,73,1006.1,18.9,52,4.6,0,Partly Cloudy,0
819,Ahmedabad,1,23.4,84,1021.8,26.5,79,2.9,0,Cloudy,1
820,Pune,6,28.0,38,994.1,18.3,8,9.5,0,Sunny,0
821,Ahmedabad,3,29.7,57,1004.2,15.0,79,7.5,3.4,Cloudy,1
822,Kolkata,10,22.8,70,1002.4,26.7,99,3.5,11.9,Cloudy,1
823,Ahmedabad,6,17.9,26,1010.7,20.1,18,2.3,0,Sunny,0
824,Lucknow,6,14.6,50,1015.6,6.8,8,6.1,0.1,Sunny,0
825,Jaipur,10,31.5,97,1028.5,18.9,53,5.9,8.6,Partly Cloudy,0
826,Jaipur,4,39.3,53,1017.7,14.5,27,4.7,6.8,Sunny,0
827,Hyderabad,12,20.8,76,997.4,29.7,46,1.6,0,Partly Cloudy,1
828,Jaipur,4,29.5,71,991.8,1.9,25,5.3,5.5,Sunny,1
829,Kolkata,12,13.9,95,999.8,6.7,22,12.9,1.4,Sunny,0
830,Lucknow,11,34.8,39,1003.5,7.1,58,4.7,2.5,Partly Cloudy,0
831,Bengaluru,9,41.2,80,1025.1,2.9,18,13.4,2.7,Sunny,0
832,Hyderabad,6,28.4,56,1026.8,23.1,75,4.1,5.4,Cloudy,0
833,Bengaluru,6,16.4,60,1024.9,25.7,74,13.5,3.5,Cloudy,0
834,Ahmedabad,2,13.7,74,1020.1,19.7,65,6.6,5.0,Partly Cloudy,1
835,Bengaluru,6,32.2,92,1017.8,21.8,63,7.9,0,Partly Cloudy,0
836,Delhi,4,15.5,50,1008.1,7.8,27,5.6,0,Sunny,0
837,Ahmedabad,3,39.8,72,1000.2,3.5,96,2.6,0,Cloudy,1
838,Jaipur,9,29.1,79,1008.0,13.5,47,12.4,2.1,Partly Cloudy,1
839,Lucknow,1,14.1,54,1000.6,3.2,10,5.5,0,Sunny,1
840,Kolkata,4,11.3,34,1004.4,16.8,42,4.2,0.4,Partly Cloudy,0
841,Kolkata,12,35.7,60,997.6,18.5,17,15.0,0.6,Sunny,0
842,Delhi,5,17.6,69,1021.3,12.7,51,12.6,0,Partly Cloudy,0
843,Delhi,8,30.2,44,1024.6,7.6,92,11.6,0,Cloudy,0
844,Jaipur,12,35.7,68,1021.7,10.1,24,7.3,1.5,Sunny,0
845,Lucknow,4,22.9,96,991.2,5.0,16,5.6,0.0,Sunny,0
846,Hyderabad,6,15.7,79,1017.4,12.7,99,10.8,0,Cloudy,1
847,Ahmedabad,1,27.3,29,1026.9,5.5,42,9.2,3.9,Partly Cloudy,0
848,Lucknow,7,14.9,75,992.5,12.2,60,3.0,0,Partly Cloudy,0
849,Jaipur,11,38.4,36,996.9,20.6,22,1.9,0,Sunny,1
850,Mumbai,7,17.6,54,1001.6,16.2,58,2.3,0,Partly Cloudy,0
851,Bengaluru,6,37.2,77,1005.6,29.7,16,8.7,0,Sunny,0
852,Chennai,3,37.6,64,1007.3,21.6,60,3.6,3.3,Partly Cloudy,0
853,Kolkata,10,14.9,83,1001.0,1.2,18,7.5,3.6,Sunny,1
854,Hyderabad,10,37.9,83,1008.5,2.1,11,5.4,0,Sunny,0
855,Jaipur,6,31.8,63,1005.6,24.9,22,7.1,3.5,Sunny,0
856,Lucknow,11,14.2,97,993.8,21.3,5,4.7,6.8,Foggy,0
857,Kolkata,11,26.3,33,1017.9,21.9,27,13.8,0,Sunny,1
858,Hyderabad,2,33.7,89,1020.7,10.5,57,3.7,7.5,Foggy,1
859,Delhi,8,8.9,84,1005.2,22.6,24,6.9,3.0,Sunny,0
860,Hyderabad,11,33.5,87,1008.5,3.4,84,4.8,3.2,Foggy,0
861,Bengaluru,8,35.9,45,996.8,1.5,12,3.9,6.3,Sunny,1
862,Delhi,11,17.3,81,1004.3,7.3,4,13.6,6.3,Sunny,0
863,Jaipur,12,9.6,91,1015.6,21.8,13,6.8,0,Sunny,1
864,Lucknow,4,39.6,72,1026.4,6.8,2,7.2,2.0,Sunny,0
865,Hyderabad,4,31.1,33,998.8,26.6,85,3.8,5.6,Cloudy,1
866,Hyderabad,6,27.1,49,1015.0,28.1,50,14.2,5.0,Partly Cloudy,1
867,Chennai,2,20.1,47,990.6,20.0,1,6.8,0,Sunny,0
868,Ahmedabad,6,9.5,52,1006.4,23.3,63,14.8,3.5,Partly Cloudy,1
869,Pune,10,13.8,37,1014.0,29.5,89,6.7,10.6,Cloudy,1
870,Bengaluru,11,33.9,65,1029.1,20.3,8,6.0,0,Sunny,0
871,Ahmedabad,8,21.0,54,1010.1,21.4,1,4.6,0,Sunny,0
872,Lucknow,4,29.1,32,995.5,15.5,25,3.5,0,Sunny,1
873,Delhi,4,39.4,81,1019.6,10.5,35,5.8,0.8,Sunny,0
874,Lucknow,11,35.6,28,999.2,22.3,43,4.8,0,Partly Cloudy,0
875,Chennai,11,31.7,53,1014.3,12.1,41,4.0,0,Partly Cloudy,0
876,Chennai,1,29.6,43,1027.5,4.6,22,9.5,0,Sunny,0
877,Chennai,4,25.3,79,1019.0,10.0,92,4.2,0,Cloudy,1
878,Ahmedabad,8,40.9,50,1000.9,23.7,10,14.3,3.6,Sunny,0
879,Lucknow,3,24.0,79,1010.2,22.3,97,3.6,8.5,Cloudy,0
880,Lucknow,2,33.8,63,1013.8,5.4,93,3.9,1.4,Cloudy,1
881,Kolkata,8,17.6,96,1014.2,3.1,17,11.2,4.2,Sunny,1
882,Pune,12,32.7,87,1006.2,13.1,50,14.6,11.0,Partly Cloudy,1
883,Jaipur,5,29.8,34,1006.4,2.1,15,6.7,0,Sunny,0
884,Kolkata,12,19.9,87,1015.4,11.7,7,10.3,0,Sunny,0
885,Chennai,4,24.2,71,1015.2,20.6,89,10.5,7.1,Cloudy,0
886,Bengaluru,5,16.4,45,990.5,23.4,82,11.1,8.5,Cloudy,1
887,Ahmedabad,2,25.6,49,1025.0,5.8,54,4.9,0,Partly Cloudy,0
888,Lucknow,10,18.5,77,1020.1,27.8,11,3.0,12.9,Stormy,0
889,Kolkata,12,15.1,75,1018.0,1.2,21,12.5,2.4,Sunny,0
890,Pune,7,30.3,80,996.8,11.9,90,3.3,3.0,Cloudy,1
891,Pune,2,23.3,52,997.4,2.7,23,12.4,5.6,Sunny,0
892,Jaipur,11,39.0,38,1024.7,5.8,37,2.7,13.8,Rainy,1
893,Hyderabad,1,27.9,86,1009.4,23.1,1,2.3,0.5,Foggy,0
894,Delhi,2,15.2,25,1005.0,16.1,97,5.1,2.4,Cloudy,0
895,Hyderabad,10,22.6,72,1017.3,10.9,40,12.5,7.4,Partly Cloudy,1
896,Delhi,6,37.7,37,990.1,26.2,51,11.3,0,Partly Cloudy,0
897,Bengaluru,1,28.5,92,1001.2,21.3,31,6.5,0,Sunny,1
898,Lucknow,11,14.4,66,990.7,11.4,5,14.6,0,Sunny,0
899,Jaipur,4,28.6,76,1019.6,24.0,44,7.3,11.0,Partly Cloudy,0
900,Mumbai,12,21.1,49,1018.5,26.2,73,12.1,0,Cloudy,0
901,Delhi,3,24.9,36,1002.1,20.5,70,14.8,0,Partly Cloudy,0
902,Jaipur,11,26.4,56,998.5,22.8,84,10.9,5.2,Cloudy,1
903,Delhi,3,39.6,66,1026.1,23.2,28,11.2,0,Sunny,0
904,Bengaluru,9,29.5,87,993.6,21.1,28,14.1,0,Sunny,0
905,Ahmedabad,2,29.9,73,1026.4,22.5,92,6.7,0,Cloudy,0
906,Chennai,4,16.8,62,993.5,3.6,94,9.5,0,Cloudy,1
907,Mumbai,10,20.5,65,1028.2,17.7,0,5.7,0,Sunny,0
908,Lucknow,6,34.2,41,1010.8,18.4,28,2.9,0,Sunny,1
909,Jaipur,6,12.9,62,1023.5,15.5,58,3.5,1.3,Partly Cloudy,0
910,Delhi,10,18.9,89,1029.6,4.6,90,9.2,11.1,Cloudy,1
911,Chennai,8,17.9,73,992.4,24.5,19,12.7,2.5,Sunny,0
912,Delhi,3,37.1,75,1002.0,24.6,20,14.9,8.4,Sunny,0
913,Hyderabad,7,31.0,69,1020.3,12.3,67,11.3,0.7,Partly Cloudy,0
914,Pune,7,11.3,66,1020.1,17.8,6,13.0,11.6,Sunny,0
915,Jaipur,11,13.6,42,1007.7,15.0,18,4.3,1.6,Sunny,0
916,Hyderabad,12,37.1,38,1017.1,29.7,18,6.6,0,Sunny,0
917,Bengaluru,1,11.3,85,997.2,2.5,65,10.3,0,Partly Cloudy,0
918,Lucknow,4,9.2,55,1005.9,9.8,76,14.4,0,Cloudy,0
919,Lucknow,12,41.7,36,1021.1,26.1,83,6.7,0,Cloudy,1
920,Mumbai,2,12.1,90,999.0,18.0,73,8.0,0,Cloudy,0
921,Mumbai,10,14.2,86,1030.0,21.4,38,9.2,2.0,Partly Cloudy,0
922,Pune,3,21.8,27,1005.8,24.7,100,12.5,4.1,Cloudy,0
923,Pune,10,26.3,40,1020.1,7.0,84,13.6,5.9,Cloudy,1
924,Pune,8,35.2,40,991.6,17.7,83,3.7,9.1,Cloudy,0
925,Delhi,2,41.3,89,1001.9,29.0,21,7.2,0.6,Sunny,1
926,Pune,5,30.4,81,995.6,15.2,40,8.6,0.5,Partly Cloudy,0
927,Hyderabad,10,26.3,51,1017.5,20.2,5,4.7,2.1,Sunny,0
928,Bengaluru,10,26.8,70,1001.1,22.1,54,2.5,4.4,Partly Cloudy,1
929,Lucknow,11,38.7,76,1008.2,28.4,86,7.2,0.9,Cloudy,1
930,Kolkata,11,31.7,49,1018.6,17.3,82,12.6,0,Cloudy,0
931,Lucknow,3,18.8,80,1005.2,29.0,31,2.5,2.2,Sunny,0
932,Mumbai,6,29.8,71,1026.4,23.6,18,13.2,2.2,Sunny,1
933,Delhi,2,20.8,53,1005.1,4.0,15,3.9,0,Sunny,0
934,Jaipur,2,26.0,98,1024.6,17.0,77,2.8,0,Foggy,1
935,Hyderabad,7,14.1,93,1012.1,26.6,51,7.9,1.0,Partly Cloudy,1
936,Bengaluru,11,12.3,73,1012.7,8.8,92,10.1,3.5,Cloudy,1
937,Chennai,11,28.7,83,997.3,29.6,59,8.3,2.1,Partly Cloudy,0
938,Chennai,5,29.6,36,1027.9,12.8,40,12.9,5.7,Partly Cloudy,0
939,Mumbai,12,16.2,36,996.6,2.7,95,5.4,11.2,Cloudy,1
940,Lucknow,11,25.3,42,1009.2,15.9,86,13.5,0,Cloudy,0
941,Lucknow,1,29.0,25,1018.6,21.4,95,6.2,10.4,Cloudy,0
942,Pune,11,28.7,82,1028.6,20.6,97,8.6,2.7,Cloudy,1
943,Mumbai,6,36.5,90,1004.1,2.5,63,6.6,1.3,Partly Cloudy,0
944,Chennai,9,36.9,40,1001.6,15.0,33,4.4,2.3,Sunny,0
945,Ahmedabad,7,15.4,64,1027.2,28.8,65,12.6,8.4,Partly Cloudy,0
946,Jaipur,1,20.1,83,1003.1,11.3,0,6.2,1.7,Sunny,0
947,Lucknow,6,8.3,80,1009.7,3.5,65,13.6,0,Partly Cloudy,1
948,Kolkata,4,24.0,72,1002.0,13.4,23,8.7,6.4,Sunny,1
949,Jaipur,11,36.5,45,995.6,22.7,0,6.3,2.8,Sunny,1
950,Delhi,3,21.4,67,1026.0,5.6,25,14.3,0,Sunny,0
951,Kolkata,2,22.3,95,1009.8,20.8,16,5.9,1.4,Sunny,0
952,Lucknow,3,11.7,38,1021.7,4.7,44,8.3,0,Partly Cloudy,0
953,Chennai,1,31.1,68,1007.2,18.3,1,7.4,0,Sunny,0
954,Chennai,10,13.2,90,997.5,9.2,14,13.2,6.1,Sunny,0
955,Chennai,11,35.9,50,1009.0,23.7,13,11.0,0,Sunny,0
956,Ahmedabad,11,29.6,54,994.8,12.6,35,14.9,0.5,Sunny,0
957,Lucknow,1,29.0,36,1024.6,12.0,67,5.6,0.6,Partly Cloudy,1
958,Jaipur,1,25.3,31,1002.2,8.8,35,14.2,0,Sunny,0
959,Chennai,6,38.4,48,991.6,2.5,95,5.8,2.1,Cloudy,0
960,Lucknow,3,16.6,87,1004.5,9.8,12,10.5,4.5,Sunny,0
961,Bengaluru,6,20.3,71,1019.7,18.1,77,6.5,1.0,Cloudy,1
962,Mumbai,3,29.4,40,991.6,29.1,83,12.5,0.2,Cloudy,1
963,Jaipur,2,10.5,94,1014.8,9.7,60,14.9,5.4,Partly Cloudy,1
964,Chennai,7,26.7,57,1025.7,23.0,71,14.7,10.6,Cloudy,0
965,Jaipur,11,32.4,80,992.7,13.2,64,12.2,5.0,Partly Cloudy,0
966,Kolkata,1,40.5,32,1021.8,21.1,94,12.5,6.5,Cloudy,0
967,Pune,9,41.0,46,1007.5,15.8,71,12.0,0,Cloudy,1
968,Bengaluru,10,15.4,26,1025.2,23.9,58,8.3,5.3,Partly Cloudy,0
969,Kolkata,5,37.0,62,1018.3,17.0,21,4.5,0,Sunny,0
970,Kolkata,3,17.2,31,1015.7,8.2,26,8.7,0,Sunny,1
971,Hyderabad,11,28.6,72,1003.0,28.4,70,5.1,10.1,Partly Cloudy,1
972,Delhi,11,35.7,70,998.8,29.0,22,5.0,8.5,Sunny,1
973,Ahmedabad,2,32.6,73,1027.8,8.5,80,10.1,0,Cloudy,1
974,Kolkata,4,27.8,75,996.2,7.7,92,7.4,0.1,Cloudy,1
975,Jaipur,2,24.9,83,997.4,26.0,24,9.2,3.5,Sunny,1
976,Kolkata,3,38.1,75,1017.5,6.4,18,2.5,0,Sunny,1
977,Lucknow,2,32.6,42,1019.1,24.4,77,2.8,1.2,Cloudy,1
978,Delhi,3,16.4,35,1000.7,28.2,76,1.7,4.6,Cloudy,0
979,Mumbai,9,33.0,68,1024.1,3.5,17,8.0,0,Sunny,1
980,Hyderabad,8,13.3,32,1011.7,8.8,69,3.2,0.9,Partly Cloudy,0
